subject,predicate,object
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006730
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005249
CHEBI:50694,biolink:related_to,CHEBI:77906
CHEBI:50694,biolink:related_to,CHEBI:71337
CHEBI:50694,biolink:subclass_of,CHEBI:48132
CHEBI:50694,biolink:subclass_of,CHEBI:26895
CHEBI:50694,biolink:subclass_of,CHEBI:139592
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002282
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100338
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005297
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007007
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021680
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024313
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043797
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006604
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024355
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021113
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005083
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005114
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0010528
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005314
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004389
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005373
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0018059
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006670
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006559
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006926
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021679
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004277
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0010383
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005752
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0023076
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006669
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006728
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043544
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021697
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005560
CHEBI:50694,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005229
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005559
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005129
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005298
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006026
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008315
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005155
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005401
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005359
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002492
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003620
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005070
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004743
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004790
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002280
CHEBI:16796,biolink:related_to,CHEBI:176497
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006812
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002329
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002332
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001386
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006932
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003634
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0010911
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021074
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004522
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021095
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006966
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004982
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001913
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005527
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005068
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005395
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0011565
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005154
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005240
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006857
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005347
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021187
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002251
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005267
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005365
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005030
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006746
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005266
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005292
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001751
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004995
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004994
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006739
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005299
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043510
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006684
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005618
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004976
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004972
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004970
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005071
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006732
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005302
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005277
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005314
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005560
CHEBI:16796,biolink:related_to,CHEBI:16765
CHEBI:16796,biolink:related_to,CHEBI:35623
CHEBI:16796,biolink:related_to,CHEBI:35488
CHEBI:16796,biolink:subclass_of,CHEBI:27162
CHEBI:16796,biolink:subclass_of,CHEBI:22160
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005108
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0010138
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001126
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003406
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0013600
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024361
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001881
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000694
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006960
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001106
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008294
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024644
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0016013
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0017094
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007915
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021117
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100192
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003785
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004681
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005046
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024288
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019514
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004335
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006722
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006005
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019956
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006032
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100096
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003409
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019087
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005260
CHEBI:16796,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005561
CHEBI:16110,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:16110,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001627
CHEBI:16110,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005395
CHEBI:16110,biolink:related_to,CHEBI:57643
CHEBI:16110,biolink:related_to,CHEBI:23888
CHEBI:16110,biolink:subclass_of,CHEBI:49183
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001627
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002025
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006812
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002494
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001386
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005395
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005240
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004609
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002050
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006684
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005618
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001484
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002009
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004985
CHEBI:5613,biolink:related_to,CHEBI:50919
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007661
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005567
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006730
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005071
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006732
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0045057
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003969
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005640
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004681
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005260
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002420
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002265
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002036
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005468
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005352
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001595
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0800105
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003996
CHEBI:5613,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006642
CHEBI:5613,biolink:related_to,CHEBI:66956
CHEBI:5613,biolink:related_to,CHEBI:65190
CHEBI:5613,biolink:subclass_of,CHEBI:83403
CHEBI:5613,biolink:subclass_of,CHEBI:76224
CHEBI:5613,biolink:subclass_of,CHEBI:48590
CHEBI:5613,biolink:subclass_of,CHEBI:37143
CHEBI:5613,biolink:subclass_of,CHEBI:26878
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005129
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005148
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005155
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005359
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005098
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001078
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002545
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002692
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005917
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004743
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021104
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002281
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008487
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001913
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0018075
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005105
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005240
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002909
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005453
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001076
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005030
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005335
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004995
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004994
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005086
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021100
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004972
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004985
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004747
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002277
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005083
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005560
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006642
CHEBI:27470,biolink:related_to,CHEBI:62501
CHEBI:27470,biolink:related_to,CHEBI:38794
CHEBI:27470,biolink:subclass_of,CHEBI:51569
CHEBI:27470,biolink:subclass_of,CHEBI:37445
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005989
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002049
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008449
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005093
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004758
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001068
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002135
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001475
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005375
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003939
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0020579
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019773
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005920
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005345
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005570
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021251
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000839
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000437
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0011849
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0000819
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0015194
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0011382
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0020108
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003664
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0015909
CHEBI:27470,biolink:treats_or_applied_or_studied_to_treat,MONDO:0016677
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004975
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001627
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005298
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005148
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008315
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005044
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005401
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005359
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002492
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005070
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006781
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004790
CHEBI:3962,biolink:related_to,CHEBI:176497
CHEBI:3962,biolink:subclass_of,CHEBI:26195
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002654
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043839
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002329
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021085
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002531
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001386
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006932
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003634
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021095
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021040
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008170
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005178
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001913
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005527
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004496
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005068
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001516
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0009693
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005395
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005105
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005154
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005240
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005020
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004425
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021187
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0002909
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005267
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0018177
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005016
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005292
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005045
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004994
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005096
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005233
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007256
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006739
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004993
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021100
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005299
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043510
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006684
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0007179
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005311
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0008383
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005618
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004972
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0015796
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005059
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005300
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021113
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001126
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001106
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0024644
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021117
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004681
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0019514
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006032
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0003939
CHEBI:3962,biolink:related_to,CHEBI:17620
CHEBI:3962,biolink:related_to,CHEBI:67079
CHEBI:3962,biolink:related_to,CHEBI:63726
CHEBI:3962,biolink:related_to,CHEBI:62868
CHEBI:3962,biolink:related_to,CHEBI:50733
CHEBI:3962,biolink:related_to,CHEBI:49323
CHEBI:3962,biolink:related_to,CHEBI:37958
CHEBI:3962,biolink:related_to,CHEBI:35610
CHEBI:3962,biolink:subclass_of,CHEBI:78802
CHEBI:3962,biolink:subclass_of,CHEBI:67265
CHEBI:3962,biolink:subclass_of,CHEBI:51689
CHEBI:3962,biolink:subclass_of,CHEBI:35618
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0025370
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005089
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0100130
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0004849
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0029000
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005872
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005065
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0018020
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0015760
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005062
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001572
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005814
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005265
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005420
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0015358
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021223
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001134
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0043579
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005412
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001673
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0006713
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001476
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0005590
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001956
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0001657
CHEBI:3962,biolink:treats_or_applied_or_studied_to_treat,MONDO:0021698
